contact_id,account_id,first_name,last_name,title,seniority,role_flag,email,email_domain,last_activity_at
CON-NLO8929B,ACC-XDRX4D7L,Harper,Chen,GRC Manager,Manager,Decision_Influencer,harper.chen@sony.com,sony.com,2023-12-04T11:52:52.131511
CON-FV1IT61V,ACC-XDRX4D7L,Harper,Patel,VP Security,VP,Decision_Maker,harper.patel@sony.com,sony.com,2023-03-04T07:54:24.131511
CON-7LRTK6PZ,ACC-BKQG6MXE,Omar,Lewis,Head of Security,Director,Decision_Maker,omar.lewis@panasonic.com,panasonic.com,2025-10-11T18:03:47.131511
CON-B185Y64I,ACC-BKQG6MXE,Yara,Moore,Data Analyst,IC,User,yara.moore@panasonic.com,panasonic.com,2024-01-21T02:03:25.131511
CON-9TWF7Y44,ACC-BKQG6MXE,Mateo,Clark,Risk Analyst,IC,Decision_Influencer,mateo.clark@panasonic.com,panasonic.com,2023-02-20T09:57:15.131511
CON-D341XL3H,ACC-BKQG6MXE,Noah,Lee,IT Manager,Manager,Decision_Influencer,noah.lee@panasonic.com,panasonic.com,2023-03-02T12:03:50.131511
CON-22YYG1RU,ACC-B1LQYN1F,Maya,Jackson,VP Security,VP,Decision_Maker,maya.jackson@xerox.com,xerox.com,2024-10-04T12:44:46.131511
CON-VFDHEWDS,ACC-B1LQYN1F,Morgan,Wilson,VP Security,VP,Decision_Maker,morgan.wilson@xerox.com,xerox.com,2025-02-10T08:50:13.131511
CON-N8IVISB7,ACC-B1LQYN1F,Casey,Williams,Security Architect,Director,Decision_Influencer,casey.williams@xerox.com,xerox.com,2023-03-31T16:20:57.131511
CON-6Z8K0C9E,ACC-B1LQYN1F,Casey,Nguyen,GRC Manager,Manager,Decision_Influencer,casey.nguyen@xerox.com,xerox.com,2023-05-07T18:21:26.131511
CON-RKJ2DMWU,ACC-QF72J1YO,Olivia,Taylor,CIO,C-Level,Decision_Maker,olivia.taylor@nokia.com,nokia.com,2024-05-06T00:02:03.131511
CON-ZXYI6QLD,ACC-QF72J1YO,Harper,Jones,IT Manager,Manager,Decision_Influencer,harper.jones@nokia.com,nokia.com,2025-02-09T20:43:00.131511
CON-E8MNVHPA,ACC-QF72J1YO,Diego,Rodriguez,Data Analyst,IC,User,diego.rodriguez@nokia.com,nokia.com,2024-01-28T04:13:15.131511
CON-4CCNFKYK,ACC-QF72J1YO,Rowan,Lopez,Systems Admin,IC,User,rowan.lopez@nokia.com,nokia.com,2025-01-15T09:04:18.131511
CON-RMT8VSI1,ACC-ZC39L465,Omar,Anderson,CIO,C-Level,Decision_Maker,omar.anderson@ericsson.com,ericsson.com,2022-12-23T15:38:35.131511
CON-MM2XLT6K,ACC-ZC39L465,Jamie,Anderson,GRC Manager,Manager,Decision_Influencer,jamie.anderson@ericsson.com,ericsson.com,2023-01-29T13:10:08.131511
CON-UZZ1KMFC,ACC-ZC39L465,Jordan,Wong,CIO,C-Level,Decision_Maker,jordan.wong@ericsson.com,ericsson.com,2022-10-29T07:35:16.131511
CON-YQ43A6LO,ACC-ZC39L465,Noah,Young,Systems Admin,IC,User,noah.young@ericsson.com,ericsson.com,2024-10-03T13:51:53.131511
CON-F502MBX5,ACC-UF4W42V0,Olivia,Williams,CISO,C-Level,Decision_Maker,olivia.williams@lenovo.com,lenovo.com,2024-03-04T17:55:15.131511
CON-NI7DS56Q,ACC-UF4W42V0,Alex,Clark,Data Analyst,IC,User,alex.clark@lenovo.com,lenovo.com,2023-10-08T16:59:14.131511
CON-81KUTRUS,ACC-UF4W42V0,Noah,Wright,IT Manager,Manager,Decision_Influencer,noah.wright@lenovo.com,lenovo.com,2022-11-22T23:18:47.131511
CON-RSBQSHBT,ACC-UF4W42V0,Yara,Jackson,VP IT,VP,Decision_Maker,yara.jackson@lenovo.com,lenovo.com,2025-07-20T16:30:02.131511
CON-HZ0ELF4I,ACC-KU4ZXZKS,Rowan,Thomas,VP IT,VP,Decision_Maker,rowan.thomas@dell.com,dell.com,2022-10-25T05:35:40.131511
CON-H9215UFP,ACC-KU4ZXZKS,Sophia,Anderson,Head of Security,Director,Decision_Maker,sophia.anderson@dell.com,dell.com,2023-07-15T12:49:10.131511
CON-45GHBZT9,ACC-KU4ZXZKS,Diego,Khan,GRC Manager,Manager,Decision_Influencer,diego.khan@dell.com,dell.com,2025-03-30T19:44:00.131511
CON-HH7M3Y8Y,ACC-KU4ZXZKS,Mateo,Moore,CIO,C-Level,Decision_Maker,mateo.moore@dell.com,dell.com,2025-10-17T07:40:06.131511
CON-V663JAQ7,ACC-RF346YZM,Avery,Hall,CISO,C-Level,Decision_Maker,avery.hall@hpe.com,hpe.com,2024-05-17T15:26:15.131511
CON-EXMF0BNW,ACC-RF346YZM,Min,Clark,GRC Manager,Manager,Decision_Influencer,min.clark@hpe.com,hpe.com,2022-11-01T16:20:35.131511
CON-KUP52GZ7,ACC-RF346YZM,Kai,Martin,Data Analyst,IC,User,kai.martin@hpe.com,hpe.com,2024-01-24T21:52:54.131511
CON-BPKMOV3Y,ACC-RF346YZM,Quinn,Taylor,Security Architect,Director,Decision_Influencer,quinn.taylor@hpe.com,hpe.com,2024-04-23T01:40:02.131511
CON-MKNAMJPA,ACC-JFV23PRN,Quinn,King,GRC Manager,Manager,Decision_Influencer,quinn.king@arista-networks.com,arista-networks.com,2024-08-08T13:34:55.131511
CON-G8B9L3LM,ACC-JFV23PRN,Rowan,Harris,Security Engineer,IC,Decision_Influencer,rowan.harris@arista-networks.com,arista-networks.com,2024-06-23T10:58:43.131511
CON-Z4Y2Y08L,ACC-JFV23PRN,Casey,Nguyen,Security Architect,Director,Decision_Influencer,casey.nguyen@arista-networks.com,arista-networks.com,2023-04-26T18:27:55.131511
CON-6M6FSPPP,ACC-JFV23PRN,Cameron,Garcia,Systems Admin,IC,User,cameron.garcia@arista-networks.com,arista-networks.com,2025-03-27T12:25:28.131511
CON-ALW2IG9R,ACC-62G9IJYQ,Arjun,Harris,Director of IT,Director,Decision_Maker,arjun.harris@juniper-networks.com,juniper-networks.com,2023-07-19T13:16:34.131511
CON-CVNH6TGZ,ACC-62G9IJYQ,Jordan,Jackson,VP IT,VP,Decision_Maker,jordan.jackson@juniper-networks.com,juniper-networks.com,2023-12-23T12:32:25.131511
CON-S7U8JEWM,ACC-62G9IJYQ,Emma,Wilson,Security Architect,Director,Decision_Influencer,emma.wilson@juniper-networks.com,juniper-networks.com,2024-09-01T03:18:17.131511
CON-SVZ1RC71,ACC-62G9IJYQ,Riley,Young,Data Analyst,IC,User,riley.young@juniper-networks.com,juniper-networks.com,2023-09-28T19:01:10.131511
CON-FQSNZE7V,ACC-E69UH79B,Quinn,Martinez,Head of Security,Director,Decision_Maker,quinn.martinez@clearview-partners.com,clearview-partners.com,2024-12-06T23:39:56.131511
CON-8CJD243Q,ACC-E69UH79B,Mia,Wong,Risk Analyst,IC,Decision_Influencer,mia.wong@clearview-partners.com,clearview-partners.com,2025-08-05T04:19:11.131511
CON-EH3ERLA8,ACC-E69UH79B,Ava,Walker,GRC Manager,Manager,Decision_Influencer,ava.walker@clearview-partners.com,clearview-partners.com,2023-05-05T07:32:22.131511
CON-XM1T4ZFW,ACC-E69UH79B,Drew,Clark,GRC Manager,Manager,Decision_Influencer,drew.clark@clearview-partners.com,clearview-partners.com,2023-04-27T19:44:14.131511
CON-ICZ2A28V,ACC-LYBRN1T3,Avery,Jones,CISO,C-Level,Decision_Maker,avery.jones@horizon-materials.com,horizon-materials.com,2024-11-08T06:57:49.131511
CON-IFCEFXKB,ACC-LYBRN1T3,Isla,Wilson,Data Analyst,IC,User,isla.wilson@horizon-materials.com,horizon-materials.com,2023-04-28T22:13:40.131511
CON-I7AURID8,ACC-LYBRN1T3,Drew,Chen,IT Manager,Manager,Decision_Influencer,drew.chen@horizon-materials.com,horizon-materials.com,2022-11-13T02:06:30.131511
CON-R5WCNNZP,ACC-LYBRN1T3,Morgan,Kim,Risk Analyst,IC,Decision_Influencer,morgan.kim@horizon-materials.com,horizon-materials.com,2024-01-10T14:17:34.131511
CON-3ZVIVF3U,ACC-5IASSXQ3,Kenji,Harris,Director of IT,Director,Decision_Maker,kenji.harris@primegate-energy.com,primegate-energy.com,2024-10-19T07:54:15.131511
CON-DG0E4GWH,ACC-5IASSXQ3,Olivia,Nguyen,Systems Admin,IC,User,olivia.nguyen@primegate-energy.com,primegate-energy.com,2025-02-13T06:46:37.131511
CON-U38NFO13,ACC-5IASSXQ3,Drew,Lewis,Systems Admin,IC,User,drew.lewis@primegate-energy.com,primegate-energy.com,2024-01-27T06:52:51.131511
CON-459V9ILS,ACC-5IASSXQ3,Sophia,Miller,Sales Ops Manager,Manager,User,sophia.miller@primegate-energy.com,primegate-energy.com,2025-09-14T23:01:24.131511
CON-B9UI160K,ACC-OQ0Q5UDY,Alex,Khan,Security Engineer,IC,Decision_Influencer,alex.khan@everest-biotech.com,everest-biotech.com,2022-11-05T14:36:02.131511
CON-H08JBXKV,ACC-OQ0Q5UDY,Liam,Anderson,VP IT,VP,Decision_Maker,liam.anderson@everest-biotech.com,everest-biotech.com,2023-05-04T19:32:46.131511
CON-WKB4RMQL,ACC-OQ0Q5UDY,Sophia,Taylor,Data Analyst,IC,User,sophia.taylor@everest-biotech.com,everest-biotech.com,2023-08-20T21:51:32.131511
CON-W7ON2QM9,ACC-OQ0Q5UDY,Yara,Thomas,CISO,C-Level,Decision_Maker,yara.thomas@everest-biotech.com,everest-biotech.com,2025-04-09T01:59:47.131511
CON-N53T7CL0,ACC-TFT2R407,Riley,Young,Sales Ops Manager,Manager,User,riley.young@summit-studios.com,summit-studios.com,2025-05-06T07:42:09.131511
CON-YJO5LY3L,ACC-TFT2R407,Mateo,Chen,CIO,C-Level,Decision_Maker,mateo.chen@summit-studios.com,summit-studios.com,2023-01-07T21:08:22.131511
CON-IRGWZJN2,ACC-TFT2R407,Cameron,Thompson,Systems Admin,IC,User,cameron.thompson@summit-studios.com,summit-studios.com,2025-04-03T06:26:23.131511
CON-SDETRROI,ACC-TFT2R407,Morgan,Young,Head of Security,Director,Decision_Maker,morgan.young@summit-studios.com,summit-studios.com,2023-12-03T12:52:08.131511
CON-VVF36Z05,ACC-HSSGU5IK,Leo,Lopez,Security Engineer,IC,Decision_Influencer,leo.lopez@sapphire-labs.com,sapphire-labs.com,2025-01-12T05:14:58.131511
CON-PPONBTWH,ACC-HSSGU5IK,Mia,Lee,GRC Manager,Manager,Decision_Influencer,mia.lee@sapphire-labs.com,sapphire-labs.com,2023-05-05T23:46:28.131511
CON-DXA97NRS,ACC-HSSGU5IK,Kenji,Garcia,Head of Security,Director,Decision_Maker,kenji.garcia@sapphire-labs.com,sapphire-labs.com,2024-02-23T17:28:46.131511
CON-G7DVLW7F,ACC-HSSGU5IK,Jordan,Patel,Security Architect,Director,Decision_Influencer,jordan.patel@sapphire-labs.com,sapphire-labs.com,2023-11-06T04:57:51.131511
CON-OX6Q7PYP,ACC-ZDUKGX3K,Emma,Hall,CIO,C-Level,Decision_Maker,emma.hall@sapphire-analytics.com,sapphire-analytics.com,2023-11-17T03:08:19.131511
CON-1BEBE4WY,ACC-ZDUKGX3K,Alex,White,CISO,C-Level,Decision_Maker,alex.white@sapphire-analytics.com,sapphire-analytics.com,2024-09-04T22:40:10.131511
CON-ROZ7YC48,ACC-ZDUKGX3K,Drew,Clark,Head of Security,Director,Decision_Maker,drew.clark@sapphire-analytics.com,sapphire-analytics.com,2023-07-21T13:48:25.131511
CON-AD8BLP78,ACC-ZDUKGX3K,Riley,Martinez,Risk Analyst,IC,Decision_Influencer,riley.martinez@sapphire-analytics.com,sapphire-analytics.com,2023-07-23T03:58:14.131511
CON-U7E86SAM,ACC-IG5AZF63,Yara,Wright,GRC Manager,Manager,Decision_Influencer,yara.wright@greenleaf-consulting.com,greenleaf-consulting.com,2023-05-10T20:26:57.131511
CON-RFOM69E1,ACC-IG5AZF63,Maya,Khan,Data Analyst,IC,User,maya.khan@greenleaf-consulting.com,greenleaf-consulting.com,2024-11-04T19:23:58.131511
CON-WCGWXXUO,ACC-IG5AZF63,Luca,Harris,Security Architect,Director,Decision_Influencer,luca.harris@greenleaf-consulting.com,greenleaf-consulting.com,2023-08-09T06:21:58.131511
CON-ZTXBMGPV,ACC-IG5AZF63,Drew,Lee,VP Security,VP,Decision_Maker,drew.lee@greenleaf-consulting.com,greenleaf-consulting.com,2024-12-18T02:25:34.131511
CON-WBTOJVI6,ACC-3HZF6VNH,Jordan,Davis,GRC Manager,Manager,Decision_Influencer,jordan.davis@silverline-insurance.com,silverline-insurance.com,2025-02-05T13:26:37.131511
CON-5M59ZHBE,ACC-3HZF6VNH,Omar,Jackson,Sales Ops Manager,Manager,User,omar.jackson@silverline-insurance.com,silverline-insurance.com,2022-12-28T21:59:13.131511
CON-Z62EM2QP,ACC-3HZF6VNH,Kenji,Lewis,Sales Ops Manager,Manager,User,kenji.lewis@silverline-insurance.com,silverline-insurance.com,2025-03-17T07:34:32.131511
CON-GM9GQSCP,ACC-3HZF6VNH,Jack,Thompson,CIO,C-Level,Decision_Maker,jack.thompson@silverline-insurance.com,silverline-insurance.com,2023-11-07T23:33:03.131511
CON-33ZGI4WN,ACC-U2U7CSNW,Leo,Harris,Systems Admin,IC,User,leo.harris@sapphire-capital.com,sapphire-capital.com,2024-09-27T20:41:19.131511
CON-F3WRN4BB,ACC-U2U7CSNW,Mia,Moore,VP IT,VP,Decision_Maker,mia.moore@sapphire-capital.com,sapphire-capital.com,2024-03-14T06:58:48.131511
CON-UNDWG1JH,ACC-U2U7CSNW,Kenji,Nguyen,Systems Admin,IC,User,kenji.nguyen@sapphire-capital.com,sapphire-capital.com,2023-12-02T01:44:34.131511
CON-6DF03WYU,ACC-U2U7CSNW,Alex,Nguyen,GRC Manager,Manager,Decision_Influencer,alex.nguyen@sapphire-capital.com,sapphire-capital.com,2023-07-09T03:33:45.131511
CON-SBSIIRZK,ACC-JJF6UUD3,Kai,Rodriguez,GRC Manager,Manager,Decision_Influencer,kai.rodriguez@horizon-partners.com,horizon-partners.com,2023-01-24T08:24:40.131511
CON-3PD8XE0A,ACC-JJF6UUD3,Morgan,Chen,Systems Admin,IC,User,morgan.chen@horizon-partners.com,horizon-partners.com,2022-12-20T11:06:52.131511
CON-PUMPQWQ4,ACC-JJF6UUD3,Quinn,Jackson,VP Security,VP,Decision_Maker,quinn.jackson@horizon-partners.com,horizon-partners.com,2022-12-07T00:00:58.131511
CON-FEDDA9WH,ACC-JJF6UUD3,Maya,Garcia,Risk Analyst,IC,Decision_Influencer,maya.garcia@horizon-partners.com,horizon-partners.com,2022-12-24T15:58:31.131511
CON-XIL9WHJM,ACC-ZWYVPMBI,Ava,Harris,Data Analyst,IC,User,ava.harris@onyx-partners.com,onyx-partners.com,2025-07-04T20:55:20.131511
CON-C1OJ1KJJ,ACC-ZWYVPMBI,Omar,Chen,GRC Manager,Manager,Decision_Influencer,omar.chen@onyx-partners.com,onyx-partners.com,2024-12-16T05:58:34.131511
CON-GQPEOV7P,ACC-ZWYVPMBI,Sam,Rodriguez,CISO,C-Level,Decision_Maker,sam.rodriguez@onyx-partners.com,onyx-partners.com,2024-12-19T17:24:42.131511
CON-OOVIE0R1,ACC-ZWYVPMBI,Jamie,Khan,Systems Admin,IC,User,jamie.khan@onyx-partners.com,onyx-partners.com,2023-01-29T00:30:22.131511
CON-3MTKAVB8,ACC-FGIOVJ6P,Kenji,Lee,Security Architect,Director,Decision_Influencer,kenji.lee@summit-retail.com,summit-retail.com,2023-03-23T02:36:25.131511
CON-JMRX5XF0,ACC-FGIOVJ6P,Jamie,Rodriguez,Risk Analyst,IC,Decision_Influencer,jamie.rodriguez@summit-retail.com,summit-retail.com,2025-08-27T14:39:53.131511
CON-20UBCQMH,ACC-FGIOVJ6P,Liam,Anderson,Data Analyst,IC,User,liam.anderson@summit-retail.com,summit-retail.com,2024-03-03T07:33:39.131511
CON-V1GWHGQA,ACC-FGIOVJ6P,Rowan,Wilson,Data Analyst,IC,User,rowan.wilson@summit-retail.com,summit-retail.com,2023-01-30T02:18:09.131511
CON-UYWNZWSS,ACC-I3LD1TBX,Alex,Hernandez,Security Architect,Director,Decision_Influencer,alex.hernandez@blueriver-analytics.com,blueriver-analytics.com,2025-08-31T08:17:15.131511
CON-FFMZGDFX,ACC-I3LD1TBX,Mateo,Jones,Security Engineer,IC,Decision_Influencer,mateo.jones@blueriver-analytics.com,blueriver-analytics.com,2022-11-03T03:42:15.131511
CON-BXRYS7AI,ACC-I3LD1TBX,Diego,Hall,CISO,C-Level,Decision_Maker,diego.hall@blueriver-analytics.com,blueriver-analytics.com,2023-05-13T01:11:18.131511
CON-0GMB1G7U,ACC-I3LD1TBX,Anika,Garcia,VP Security,VP,Decision_Maker,anika.garcia@blueriver-analytics.com,blueriver-analytics.com,2024-09-14T07:08:21.131511
CON-TVN5TA9H,ACC-082P3J8X,Harper,Clark,CISO,C-Level,Decision_Maker,harper.clark@lighthouse-foods.com,lighthouse-foods.com,2024-06-01T00:23:50.131511
CON-UYEJV93U,ACC-082P3J8X,Quinn,Wong,Security Architect,Director,Decision_Influencer,quinn.wong@lighthouse-foods.com,lighthouse-foods.com,2025-01-06T16:03:34.131511
CON-T50R6S78,ACC-082P3J8X,Luca,Khan,Head of Security,Director,Decision_Maker,luca.khan@lighthouse-foods.com,lighthouse-foods.com,2022-11-06T02:02:29.131511
CON-26GTZAON,ACC-082P3J8X,Maya,Lewis,Sales Ops Manager,Manager,User,maya.lewis@lighthouse-foods.com,lighthouse-foods.com,2025-04-19T23:58:32.131511
CON-GKX6HS3A,ACC-BXG4Z4BZ,Rowan,Nguyen,GRC Manager,Manager,Decision_Influencer,rowan.nguyen@lighthouse-consulting.com,lighthouse-consulting.com,2023-01-12T13:04:29.131511
CON-A2NOS965,ACC-BXG4Z4BZ,Mia,Williams,Head of Security,Director,Decision_Maker,mia.williams@lighthouse-consulting.com,lighthouse-consulting.com,2023-06-01T17:05:17.131511
CON-PDBFRVXV,ACC-BXG4Z4BZ,Morgan,Martinez,CISO,C-Level,Decision_Maker,morgan.martinez@lighthouse-consulting.com,lighthouse-consulting.com,2024-05-05T23:14:49.131511
CON-JN90A55K,ACC-BXG4Z4BZ,Morgan,Davis,Sales Ops Manager,Manager,User,morgan.davis@lighthouse-consulting.com,lighthouse-consulting.com,2023-04-26T10:23:38.131511
CON-LW3W54T3,ACC-GSL55JQA,Priya,Garcia,Sales Ops Manager,Manager,User,priya.garcia@hyperion-hotels.com,hyperion-hotels.com,2023-10-23T10:20:21.131511
CON-U1ZR4YKZ,ACC-GSL55JQA,Jack,Moore,Risk Analyst,IC,Decision_Influencer,jack.moore@hyperion-hotels.com,hyperion-hotels.com,2023-04-27T22:54:13.131511
CON-DAIG1VI7,ACC-GSL55JQA,Yara,Young,CISO,C-Level,Decision_Maker,yara.young@hyperion-hotels.com,hyperion-hotels.com,2025-05-10T11:06:14.131511
CON-8ACIF0HE,ACC-GSL55JQA,Jordan,Hall,Security Engineer,IC,Decision_Influencer,jordan.hall@hyperion-hotels.com,hyperion-hotels.com,2023-04-20T01:44:27.131511
CON-R7KSTOOM,ACC-LI7FFZJX,Kenji,Rodriguez,CIO,C-Level,Decision_Maker,kenji.rodriguez@vertex-ai.com,vertex-ai.com,2025-10-15T12:07:55.131511
CON-K7K808G9,ACC-LI7FFZJX,Rowan,Patel,CISO,C-Level,Decision_Maker,rowan.patel@vertex-ai.com,vertex-ai.com,2025-02-12T19:20:29.131511
CON-TTFR502G,ACC-LI7FFZJX,Emma,White,Director of IT,Director,Decision_Maker,emma.white@vertex-ai.com,vertex-ai.com,2024-11-04T08:55:25.131511
CON-OT8YIW2B,ACC-LI7FFZJX,Mateo,Rodriguez,VP IT,VP,Decision_Maker,mateo.rodriguez@vertex-ai.com,vertex-ai.com,2024-08-02T08:57:58.131511
CON-0JWLT1LQ,ACC-3T9LWFCC,Isla,Lee,Security Engineer,IC,Decision_Influencer,isla.lee@quantum-biotech.com,quantum-biotech.com,2025-01-26T06:25:20.131511
CON-ZB1AJJT9,ACC-3T9LWFCC,Ava,Lewis,IT Manager,Manager,Decision_Influencer,ava.lewis@quantum-biotech.com,quantum-biotech.com,2025-03-23T17:19:24.131511
CON-83DBQGLI,ACC-3T9LWFCC,Sophia,Young,Director of IT,Director,Decision_Maker,sophia.young@quantum-biotech.com,quantum-biotech.com,2025-01-17T02:13:09.131511
CON-IVMQMPUP,ACC-3T9LWFCC,Avery,Williams,Data Analyst,IC,User,avery.williams@quantum-biotech.com,quantum-biotech.com,2024-09-27T07:23:21.131511
CON-4TQT6VDQ,ACC-NTDB07RX,Alex,Hernandez,Data Analyst,IC,User,alex.hernandez@everest-labs.com,everest-labs.com,2024-11-09T02:01:34.131511
CON-6ZL2DDGK,ACC-NTDB07RX,Jack,Nguyen,VP Security,VP,Decision_Maker,jack.nguyen@everest-labs.com,everest-labs.com,2024-03-26T04:48:34.131511
CON-UO0S53P0,ACC-NTDB07RX,Drew,Clark,Security Architect,Director,Decision_Influencer,drew.clark@everest-labs.com,everest-labs.com,2023-12-22T23:50:57.131511
CON-327DIQPP,ACC-NTDB07RX,Isla,Young,Head of Security,Director,Decision_Maker,isla.young@everest-labs.com,everest-labs.com,2024-07-20T11:36:49.131511
CON-ENE9DCFA,ACC-E8Y58LBJ,Omar,Young,IT Manager,Manager,Decision_Influencer,omar.young@everest-analytics.com,everest-analytics.com,2024-12-23T09:02:29.131511
CON-UA3O2I81,ACC-E8Y58LBJ,Nina,Lewis,Security Engineer,IC,Decision_Influencer,nina.lewis@everest-analytics.com,everest-analytics.com,2025-10-06T22:08:29.131511
CON-13H0X0N5,ACC-E8Y58LBJ,Diego,Garcia,CISO,C-Level,Decision_Maker,diego.garcia@everest-analytics.com,everest-analytics.com,2025-05-13T19:53:28.131511
CON-OAEV5NZ3,ACC-E8Y58LBJ,Drew,Walker,Systems Admin,IC,User,drew.walker@everest-analytics.com,everest-analytics.com,2023-03-10T03:45:45.131511
CON-3PHKSZOZ,ACC-131EB6KB,Jack,Clark,Security Architect,Director,Decision_Influencer,jack.clark@onyx-retail.com,onyx-retail.com,2025-04-08T19:58:22.131511
CON-093DMQPJ,ACC-131EB6KB,Luca,Martinez,Director of IT,Director,Decision_Maker,luca.martinez@onyx-retail.com,onyx-retail.com,2023-03-29T04:53:42.131511
CON-43R6G50O,ACC-131EB6KB,Morgan,Clark,VP IT,VP,Decision_Maker,morgan.clark@onyx-retail.com,onyx-retail.com,2023-10-16T06:44:28.131511
CON-AH8XB4GN,ACC-131EB6KB,Priya,Hernandez,IT Manager,Manager,Decision_Influencer,priya.hernandez@onyx-retail.com,onyx-retail.com,2025-03-13T09:51:28.131511
CON-ZL62C1D7,ACC-2VMWPFR3,Omar,Hernandez,Risk Analyst,IC,Decision_Influencer,omar.hernandez@hyperion-logistics.com,hyperion-logistics.com,2024-08-06T13:12:21.131511
CON-C435TVVP,ACC-2VMWPFR3,Diego,Anderson,Data Analyst,IC,User,diego.anderson@hyperion-logistics.com,hyperion-logistics.com,2023-08-18T22:24:33.131511
CON-MTBIM1OW,ACC-2VMWPFR3,Leo,Williams,Director of IT,Director,Decision_Maker,leo.williams@hyperion-logistics.com,hyperion-logistics.com,2025-01-22T06:10:03.131511
CON-QB4YDDXL,ACC-2VMWPFR3,Jack,White,Director of IT,Director,Decision_Maker,jack.white@hyperion-logistics.com,hyperion-logistics.com,2023-02-03T12:43:12.131511
CON-P880UKB1,ACC-BY72WFF0,Arjun,Chen,CISO,C-Level,Decision_Maker,arjun.chen@maple-energy.com,maple-energy.com,2024-02-27T08:17:58.131511
CON-HKX1Q2W0,ACC-BY72WFF0,Diego,Lopez,VP IT,VP,Decision_Maker,diego.lopez@maple-energy.com,maple-energy.com,2023-08-13T17:08:11.131511
CON-C49WJ4L3,ACC-BY72WFF0,Casey,Nguyen,CIO,C-Level,Decision_Maker,casey.nguyen@maple-energy.com,maple-energy.com,2024-11-29T15:23:54.131511
CON-GNXJ2DGF,ACC-BY72WFF0,Isla,Kim,VP Security,VP,Decision_Maker,isla.kim@maple-energy.com,maple-energy.com,2023-02-05T13:29:45.131511
CON-UUBO0W4A,ACC-TT1CQUDV,Emma,Jackson,VP IT,VP,Decision_Maker,emma.jackson@primegate-retail.com,primegate-retail.com,2025-09-12T20:52:47.131511
CON-NBQO3FZS,ACC-TT1CQUDV,Avery,Khan,CISO,C-Level,Decision_Maker,avery.khan@primegate-retail.com,primegate-retail.com,2024-06-04T20:37:21.131511
CON-UQUSDIQB,ACC-TT1CQUDV,Diego,Lee,Head of Security,Director,Decision_Maker,diego.lee@primegate-retail.com,primegate-retail.com,2025-10-17T23:22:41.131511
CON-WPKJ9G10,ACC-TT1CQUDV,Emma,Thomas,Sales Ops Manager,Manager,User,emma.thomas@primegate-retail.com,primegate-retail.com,2023-11-12T03:22:57.131511
CON-43R4X1UQ,ACC-U05NFIO4,Taylor,Singh,Director of IT,Director,Decision_Maker,taylor.singh@ironclad-aerospace.com,ironclad-aerospace.com,2024-02-10T09:49:58.131511
CON-K2U4BDQ4,ACC-U05NFIO4,Sophia,Miller,Data Analyst,IC,User,sophia.miller@ironclad-aerospace.com,ironclad-aerospace.com,2025-03-10T00:10:23.131511
CON-TC1H2DTZ,ACC-U05NFIO4,Sophia,Thompson,Security Engineer,IC,Decision_Influencer,sophia.thompson@ironclad-aerospace.com,ironclad-aerospace.com,2023-04-25T21:16:42.131511
CON-4B6VCXY4,ACC-U05NFIO4,Jack,Hernandez,Head of Security,Director,Decision_Maker,jack.hernandez@ironclad-aerospace.com,ironclad-aerospace.com,2024-07-12T16:21:46.131511
CON-NLJ8GFIZ,ACC-4O9754L5,Maya,Kim,Data Analyst,IC,User,maya.kim@summit-logistics.com,summit-logistics.com,2022-11-08T13:57:11.131511
CON-BG091KHL,ACC-4O9754L5,Ava,Khan,Head of Security,Director,Decision_Maker,ava.khan@summit-logistics.com,summit-logistics.com,2024-01-23T18:46:26.131511
CON-UJLBJAF2,ACC-4O9754L5,Harper,Martinez,CIO,C-Level,Decision_Maker,harper.martinez@summit-logistics.com,summit-logistics.com,2024-06-22T23:27:58.131511
CON-54101NTX,ACC-4O9754L5,Quinn,Chen,VP IT,VP,Decision_Maker,quinn.chen@summit-logistics.com,summit-logistics.com,2024-07-13T11:55:06.131511
CON-J86ZKDOI,ACC-PI6FCF0B,Min,King,Sales Ops Manager,Manager,User,min.king@maple-holdings.com,maple-holdings.com,2023-07-08T01:15:59.131511
CON-DHJNDG4L,ACC-PI6FCF0B,Mia,Martin,CIO,C-Level,Decision_Maker,mia.martin@maple-holdings.com,maple-holdings.com,2024-11-24T15:24:29.131511
CON-48G6G7JR,ACC-PI6FCF0B,Jamie,White,GRC Manager,Manager,Decision_Influencer,jamie.white@maple-holdings.com,maple-holdings.com,2025-05-21T10:41:12.131511
CON-VCL99JNT,ACC-PI6FCF0B,Mateo,Rodriguez,Director of IT,Director,Decision_Maker,mateo.rodriguez@maple-holdings.com,maple-holdings.com,2023-04-11T04:14:13.131511
CON-SE4ZTX8J,ACC-L5KU4NJ2,Noah,Thompson,Security Engineer,IC,Decision_Influencer,noah.thompson@sapphire-biotech.com,sapphire-biotech.com,2024-07-27T00:04:15.131511
CON-CL0N4BBC,ACC-L5KU4NJ2,Sam,Harris,Data Analyst,IC,User,sam.harris@sapphire-biotech.com,sapphire-biotech.com,2023-06-25T05:12:00.131511
CON-A25MOVY6,ACC-L5KU4NJ2,Omar,Patel,VP Security,VP,Decision_Maker,omar.patel@sapphire-biotech.com,sapphire-biotech.com,2025-06-30T04:52:58.131511
